Region,Building Class,Occupancy,DV,AV,,,,,,,,,
1,CR_LFM+CDL+DUM_H2,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDL+DUM_H3,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDL+DUM_H4,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDL+DUM_H5,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDL+DUM_H6,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDL+DUM_H7,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDL+DUM_H8,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDL+DUM_H9,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDL+DUM+VL100_H1,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDL+DUM+VL100_H10,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDL+DUM+VL100_H2,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDL+DUM+VL100_H3,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDL+DUM+VL100_H4,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDL+DUM+VL100_H5,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDL+DUM+VL100_H6,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDL+DUM+VL100_H7,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDL+DUM+VL100_H8,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDL+DUM+VL100_H9,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDM+DUL_H1,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDM+DUL_H10,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDM+DUL_H2,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDM+DUL_H3,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDM+DUL_H4,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDM+DUL_H5,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDM+DUL_H6,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDM+DUL_H7,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDM+DUL_H8,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDM+DUL_H9,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDM+DUL+VL100_H1,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDM+DUL+VL100_H10,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDM+DUL+VL100_H2,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDM+DUL+VL100_H3,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDM+DUL+VL100_H4,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDM+DUL+VL100_H5,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDM+DUL+VL100_H6,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDM+DUL+VL100_H7,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDM+DUL+VL100_H8,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDM+DUL+VL100_H9,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDM+DUM_H1,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDM+DUM_H10,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDM+DUM_H2,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDM+DUM_H3,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDM+DUM_H4,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDM+DUM_H5,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDM+DUM_H6,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDM+DUM_H7,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDM+DUM_H8,IND,0.51,0.49,,,,,,,,,
1,CR_LFM+CDM+DUM_H9,IND,0.51,0.49,,,,,,,,,
1,CR_LPB+DUH_H4,IND,0.51,0.49,,,,,,,,,
1,CR_LPB+DUH_H5,IND,0.51,0.49,,,,,,,,,
1,CR_LPB+DUH_H6,IND,0.51,0.49,,,,,,,,,
1,CR_LPB+DUH_H7,IND,0.51,0.49,,,,,,,,,
1,CR_LPB+DUH_H8,IND,0.51,0.49,,,,,,,,,
1,CR_LPB+DUH_H9,IND,0.51,0.49,,,,,,,,,
1,CR_LPB+DUL_H4,IND,0.51,0.49,,,,,,,,,
1,CR_LPB+DUL_H5,IND,0.51,0.49,,,,,,,,,
1,CR_LPB+DUL_H6,IND,0.51,0.49,,,,,,,,,
1,CR_LPB+DUL_H7,IND,0.51,0.49,,,,,,,,,
1,CR_LPB+DUL_H8,IND,0.51,0.49,,,,,,,,,
1,CR_LPB+DUL_H9,IND,0.51,0.49,,,,,,,,,
1,CR_LPB+DUL+VL100_H4,IND,0.51,0.49,,,,,,,,,
1,CR_LPB+DUL+VL100_H5,IND,0.51,0.49,,,,,,,,,
1,CR_LPB+DUL+VL100_H6,IND,0.51,0.49,,,,,,,,,
1,CR_LPB+DUL+VL100_H7,IND,0.51,0.49,,,,,,,,,
1,CR_LPB+DUL+VL100_H8,IND,0.51,0.49,,,,,,,,,
1,CR_LPB+DUL+VL100_H9,IND,0.51,0.49,,,,,,,,,
1,CR_LPB+DUM_H4,IND,0.51,0.49,,,,,,,,,
1,CR_LPB+DUM_H5,IND,0.51,0.49,,,,,,,,,
1,CR_LPB+DUM_H6,IND,0.51,0.49,,,,,,,,,
1,CR_LPB+DUM_H7,IND,0.51,0.49,,,,,,,,,
1,CR_LPB+DUM_H8,IND,0.51,0.49,,,,,,,,,
1,CR_LPB+DUM_H9,IND,0.51,0.49,,,,,,,,,
1,CR_LPB+DUM+VL100_H4,IND,0.51,0.49,,,,,,,,,
1,CR_LPB+DUM+VL100_H5,IND,0.51,0.49,,,,,,,,,
1,CR_LPB+DUM+VL100_H6,IND,0.51,0.49,,,,,,,,,
1,CR_LPB+DUM+VL100_H7,IND,0.51,0.49,,,,,,,,,
1,CR_LPB+DUM+VL100_H8,IND,0.51,0.49,,,,,,,,,
1,CR_LPB+DUM+VL100_H9,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H1,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H1_NSCA,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H10,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H10_NSCA,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H11,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H11_NSCA,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H12,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H12_NSCA,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H13,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H14,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H14_NSCA,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H15,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H15_NSCA,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H16,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H17,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H18,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H19,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H2,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H2_NSCA,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H20,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H25,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H3,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H3_NSCA,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H30,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H35,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H4,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H4_NSCA,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H40,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H45,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H5,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H5_NSCA,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H50,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H6,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H6_NSCA,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H7,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H7_NSCA,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H8,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H8_NSCA,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H9,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUH_H9_NSCA,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUM_H1,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUM_H10,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUM_H11,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUM_H12,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUM_H13,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUM_H14,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUM_H15,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUM_H16,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUM_H17,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUM_H18,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUM_H19,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUM_H2,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUM_H20,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUM_H25,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUM_H3,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUM_H30,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUM_H35,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUM_H4,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUM_H40,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUM_H45,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUM_H5,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUM_H50,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUM_H6,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUM_H7,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUM_H8,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDH+DUM_H9,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDL+DUL_H1,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDL+DUL_H10,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDL+DUL_H11,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDL+DUL_H12,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDL+DUL_H2,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDL+DUL_H3,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDL+DUL_H4,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDL+DUL_H5,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDL+DUL_H6,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDL+DUL_H7,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDL+DUL_H8,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDL+DUL_H9,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDL+DUL+VL100_H1,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDL+DUL+VL100_H10,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDL+DUL+VL100_H11,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDL+DUL+VL100_H12,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDL+DUL+VL100_H2,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDL+DUL+VL100_H3,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDL+DUL+VL100_H4,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDL+DUL+VL100_H5,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDL+DUL+VL100_H6,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDL+DUL+VL100_H7,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDL+DUL+VL100_H8,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDL+DUL+VL100_H9,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDL+DUM_H1,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDL+DUM_H10,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDL+DUM_H11,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDL+DUM_H12,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDL+DUM_H2,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDL+DUM_H3,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDL+DUM_H4,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDL+DUM_H5,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDL+DUM_H6,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDL+DUM_H7,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDL+DUM_H8,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDL+DUM_H9,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL_H1,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL_H10,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL_H11,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL_H12,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL_H13,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL_H14,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL_H15,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL_H16,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL_H17,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL_H18,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL_H19,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL_H2,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL_H20,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL_H25,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL_H3,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL_H30,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL_H35,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL_H4,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL_H40,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL_H45,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL_H5,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL_H50,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL_H6,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL_H7,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL_H8,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL_H9,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL+VL100_H1,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL+VL100_H10,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL+VL100_H11,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL+VL100_H12,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL+VL100_H13,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL+VL100_H14,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL+VL100_H15,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL+VL100_H16,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL+VL100_H17,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL+VL100_H18,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL+VL100_H19,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL+VL100_H2,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL+VL100_H20,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL+VL100_H25,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL+VL100_H3,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL+VL100_H30,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL+VL100_H35,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL+VL100_H4,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL+VL100_H40,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL+VL100_H45,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL+VL100_H5,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL+VL100_H50,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL+VL100_H6,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL+VL100_H7,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL+VL100_H8,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUL+VL100_H9,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H1,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H1_NSCA,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H10,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H10_NSCA,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H11,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H11_NSCA,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H12,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H12_NSCA,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H13,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H14,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H14_NSCA,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H15,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H15_NSCA,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H16,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H17,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H18,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H19,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H2,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H2_NSCA,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H20,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H25,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H3,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H3_NSCA,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H30,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H35,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H4,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H4_NSCA,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H40,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H45,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H5,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H5_NSCA,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H50,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H6,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H6_NSCA,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H7,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H7_NSCA,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H8,IND,0.51,0.49,,,,,,,,,
1,CR_LWAL+CDM+DUM_H9,IND,0.51,0.49,,,,,,,,,
1,EU_LWAL+DNO_H1,IND,0.13,0.87,,,,,,,,,
1,EU_LWAL+DNO_H2,IND,0.13,0.87,,,,,,,,,
1,EU_LWAL+DNO_H3,IND,0.13,0.87,,,,,,,,,
1,INF_H1,IND,0.13,0.87,,,,,,,,,
1,INF_H2,IND,0.13,0.87,,,,,,,,,
1,INF_H3,IND,0.13,0.87,,,,,,,,,
1,MCF_LWAL+DUH_H1,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUH_H2,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUH_H3,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUH_H4,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUH_H5,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUH_H6,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUL_H1,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUL_H1_CCA,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUL_H2,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUL_H2_CCA,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUL_H3,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUL_H3_CCA,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUL_H4,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUL_H4_CCA,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUL_H5,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUL_H5_CCA,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUL_H6,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUL_H6_CCA,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUL+VL100_H1,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUL+VL100_H2,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUL+VL100_H3,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUL+VL100_H4,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUL+VL100_H5,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUL+VL100_H6,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUM_H1,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUM_H1_CCA,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUM_H2,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUM_H2_CCA,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUM_H3,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUM_H3_CCA,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUM_H4,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUM_H4_CCA,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUM_H5,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUM_H5_CCA,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUM_H6,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUM_H6_CCA,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUM+VL100_H1,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUM+VL100_H2,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUM+VL100_H3,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUM+VL100_H4,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUM+VL100_H5,IND,0.51,0.49,,,,,,,,,
1,MCF_LWAL+DUM+VL100_H6,IND,0.51,0.49,,,,,,,,,
1,MR_LWAL+CDH_H13_FC,IND,0.46,0.54,,,,,,,,,
1,MR_LWAL+CDH_H2_FC,IND,0.46,0.54,,,,,,,,,
1,MR_LWAL+CDH_H2_FW,IND,0.46,0.54,,,,,,,,,
1,MR_LWAL+CDH_H5_FC,IND,0.46,0.54,,,,,,,,,
1,MR_LWAL+CDH_H5_FW,IND,0.46,0.54,,,,,,,,,
1,MR_LWAL+CDL_H13_FC,IND,0.46,0.54,,,,,,,,,
1,MR_LWAL+CDL_H2_FC,IND,0.46,0.54,,,,,,,,,
1,MR_LWAL+CDL_H2_FW,IND,0.46,0.54,,,,,,,,,
1,MR_LWAL+CDL_H5_FC,IND,0.46,0.54,,,,,,,,,
1,MR_LWAL+CDL_H5_FW,IND,0.46,0.54,,,,,,,,,
1,MR_LWAL+CDM_H13_FC,IND,0.46,0.54,,,,,,,,,
1,MR_LWAL+CDM_H2_FC,IND,0.46,0.54,,,,,,,,,
1,MR_LWAL+CDM_H2_FW,IND,0.46,0.54,,,,,,,,,
1,MR_LWAL+CDM_H5_FC,IND,0.46,0.54,,,,,,,,,
1,MR_LWAL+CDM_H5_FW,IND,0.46,0.54,,,,,,,,,
1,MR_LWAL+CDN_H13_FC,IND,0.46,0.54,,,,,,,,,
1,MR_LWAL+CDN_H2_FC,IND,0.46,0.54,,,,,,,,,
1,MR_LWAL+CDN_H2_FW,IND,0.46,0.54,,,,,,,,,
1,MR_LWAL+CDN_H5_FC,IND,0.46,0.54,,,,,,,,,
1,MR_LWAL+CDN_H5_FW,IND,0.46,0.54,,,,,,,,,
