Building_class,Number_storeys,Storey_height,Type_of_period_func,Ty,T1,a_period_param,b_period_param,Participation_factor,Real_participation_factor,Yield_drift,Ult_drift,Type_cap_curve,Yield_mult_factor,Ult_mult_factor,Ratio_capacity_last_line
CR_LFINF+CDN+DNO_H2,2,2.8,Poly,0.308,0.154,0.055,0,1.33,1.122027967,0.0011,0.011,Quadrilinear,1.05,0.94,1.01
