taxonomy,consequence,loss_type,slight,moderate,extensive,complete
CR/LDUAL+CDL+DUM/H2/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDL+DUM/H3/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM/H3/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM/H3/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDL+DUM/H4/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM/H4/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM/H4/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDL+DUM/H5/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM/H5/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM/H5/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDL+DUM/H6/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM/H6/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM/H6/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDL+DUM/H7/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM/H7/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM/H7/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDL+DUM/H8/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM/H8/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM/H8/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDL+DUM/H9/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM/H9/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM/H9/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDL+DUM+VL100/H1/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM+VL100/H1/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM+VL100/H1/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDL+DUM+VL100/H10/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM+VL100/H10/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM+VL100/H10/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDL+DUM+VL100/H11/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM+VL100/H11/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM+VL100/H11/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDL+DUM+VL100/H12/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM+VL100/H12/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM+VL100/H12/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDL+DUM+VL100/H2/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM+VL100/H2/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM+VL100/H2/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDL+DUM+VL100/H3/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM+VL100/H3/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM+VL100/H3/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDL+DUM+VL100/H4/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM+VL100/H4/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM+VL100/H4/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDL+DUM+VL100/H5/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM+VL100/H5/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM+VL100/H5/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDL+DUM+VL100/H6/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM+VL100/H6/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM+VL100/H6/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDL+DUM+VL100/H7/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM+VL100/H7/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM+VL100/H7/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDL+DUM+VL100/H8/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM+VL100/H8/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM+VL100/H8/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDL+DUM+VL100/H9/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM+VL100/H9/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDL+DUM+VL100/H9/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDM+DUL/H1/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUL/H1/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUL/H1/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDM+DUL/H10/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUL/H10/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUL/H10/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDM+DUL/H11/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUL/H11/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUL/H11/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDM+DUL/H12/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUL/H12/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUL/H12/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDM+DUL/H2/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUL/H2/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUL/H2/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDM+DUL/H3/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUL/H3/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUL/H3/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDM+DUL/H4/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUL/H4/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUL/H4/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDM+DUL/H5/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUL/H5/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUL/H5/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDM+DUL/H6/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUL/H6/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUL/H6/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDM+DUL/H7/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUL/H7/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUL/H7/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDM+DUL/H8/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUL/H8/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUL/H8/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDM+DUL/H9/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUL/H9/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUL/H9/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDM+DUM/H1/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUM/H1/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUM/H1/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDM+DUM/H10/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUM/H10/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUM/H10/NSCA/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUM/H10/NSCA/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUM/H10/NSCA/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDM+DUM/H10/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDM+DUM/H11/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUM/H11/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUM/H11/NSCA/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUM/H11/NSCA/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUM/H11/NSCA/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDM+DUM/H11/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDM+DUM/H12/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUM/H12/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUM/H12/NSCA/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUM/H12/NSCA/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUM/H12/NSCA/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDM+DUM/H12/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDM+DUM/H2/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUM/H2/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUM/H2/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDM+DUM/H3/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUM/H3/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUM/H3/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDM+DUM/H4/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUM/H4/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUM/H4/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDM+DUM/H5/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUM/H5/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUM/H5/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDM+DUM/H6/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUM/H6/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUM/H6/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDM+DUM/H7/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUM/H7/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUM/H7/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDM+DUM/H8/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUM/H8/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUM/H8/NSCA/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUM/H8/NSCA/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUM/H8/NSCA/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDM+DUM/H8/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDM+DUM/H9/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUM/H9/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUM/H9/NSCA/COM,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUM/H9/NSCA/IND,homeless,structural,0,0,0,0
CR/LDUAL+CDM+DUM/H9/NSCA/RES,homeless,structural,0,0,1,1
CR/LDUAL+CDM+DUM/H9/RES,homeless,structural,0,0,1,1
CR/LFINF+CDH+DUH/H1/COM,homeless,structural,0,0,0,0
CR/LFINF+CDH+DUH/H1/IND,homeless,structural,0,0,0,0
CR/LFINF+CDH+DUH/H1/NSCA/COM,homeless,structural,0,0,0,0
CR/LFINF+CDH+DUH/H1/NSCA/IND,homeless,structural,0,0,0,0
CR/LFINF+CDH+DUH/H1/NSCA/RES,homeless,structural,0,0,1,1
CR/LFINF+CDH+DUH/H1/RES,homeless,structural,0,0,1,1
CR/LFINF+CDH+DUH/H10/COM,homeless,structural,0,0,0,0
CR/LFINF+CDH+DUH/H10/IND,homeless,structural,0,0,0,0
CR/LFINF+CDH+DUH/H10/RES,homeless,structural,0,0,1,1
CR/LFINF+CDH+DUH/H2/COM,homeless,structural,0,0,0,0
CR/LFINF+CDH+DUH/H2/IND,homeless,structural,0,0,0,0
CR/LFINF+CDH+DUH/H2/NSCA/COM,homeless,structural,0,0,0,0
CR/LFINF+CDH+DUH/H2/NSCA/IND,homeless,structural,0,0,0,0
CR/LFINF+CDH+DUH/H2/NSCA/RES,homeless,structural,0,0,1,1
CR/LFINF+CDH+DUH/H2/RES,homeless,structural,0,0,1,1
CR/LFINF+CDH+DUH/H3/COM,homeless,structural,0,0,0,0
CR/LFINF+CDH+DUH/H3/IND,homeless,structural,0,0,0,0
CR/LFINF+CDH+DUH/H3/NSCA/COM,homeless,structural,0,0,0,0
CR/LFINF+CDH+DUH/H3/NSCA/IND,homeless,structural,0,0,0,0
CR/LFINF+CDH+DUH/H3/NSCA/RES,homeless,structural,0,0,1,1
CR/LFINF+CDH+DUH/H3/RES,homeless,structural,0,0,1,1
CR/LFINF+CDH+DUH/H4/COM,homeless,structural,0,0,0,0
CR/LFINF+CDH+DUH/H4/IND,homeless,structural,0,0,0,0
CR/LFINF+CDH+DUH/H4/NSCA/COM,homeless,structural,0,0,0,0
CR/LFINF+CDH+DUH/H4/NSCA/IND,homeless,structural,0,0,0,0
CR/LFINF+CDH+DUH/H4/NSCA/RES,homeless,structural,0,0,1,1
CR/LFINF+CDH+DUH/H4/RES,homeless,structural,0,0,1,1
CR/LFINF+CDH+DUH/H5/COM,homeless,structural,0,0,0,0
CR/LFINF+CDH+DUH/H5/IND,homeless,structural,0,0,0,0
CR/LFINF+CDH+DUH/H5/NSCA/COM,homeless,structural,0,0,0,0
CR/LFINF+CDH+DUH/H5/NSCA/IND,homeless,structural,0,0,0,0
CR/LFINF+CDH+DUH/H5/NSCA/RES,homeless,structural,0,0,1,1
CR/LFINF+CDH+DUH/H5/RES,homeless,structural,0,0,1,1
CR/LFINF+CDH+DUH/H6/COM,homeless,structural,0,0,0,0
CR/LFINF+CDH+DUH/H6/IND,homeless,structural,0,0,0,0
CR/LFINF+CDH+DUH/H6/NSCA/COM,homeless,structural,0,0,0,0
CR/LFINF+CDH+DUH/H6/NSCA/IND,homeless,structural,0,0,0,0
CR/LFINF+CDH+DUH/H6/NSCA/RES,homeless,structural,0,0,1,1
CR/LFINF+CDH+DUH/H6/RES,homeless,structural,0,0,1,1
CR/LFINF+CDH+DUH/H7/COM,homeless,structural,0,0,0,0
CR/LFINF+CDH+DUH/H7/IND,homeless,structural,0,0,0,0
