taxonomy,consequence,loss_type,slight,moderate,extensive,complete
CR/LDUAL+CDM+DUM/H12/NSCA/IND,collapsed,structural,0,0,0,0.050666667
CR/LDUAL+CDM+DUM/H12/NSCA/RES,collapsed,structural,0,0,0,0.050666667
CR/LDUAL+CDM+DUM/H12/RES,collapsed,structural,0,0,0,0.050666667
CR/LDUAL+CDM+DUM/H2/COM,collapsed,structural,0,0,0,0.072380952
CR/LDUAL+CDM+DUM/H2/IND,collapsed,structural,0,0,0,0.072380952
CR/LDUAL+CDM+DUM/H2/RES,collapsed,structural,0,0,0,0.072380952
CR/LDUAL+CDM+DUM/H3/COM,collapsed,structural,0,0,0,0.068761905
CR/LDUAL+CDM+DUM/H3/IND,collapsed,structural,0,0,0,0.068761905
CR/LDUAL+CDM+DUM/H3/RES,collapsed,structural,0,0,0,0.068761905
CR/LDUAL+CDM+DUM/H4/COM,collapsed,structural,0,0,0,0.065142857
CR/LDUAL+CDM+DUM/H4/IND,collapsed,structural,0,0,0,0.065142857
CR/LDUAL+CDM+DUM/H4/RES,collapsed,structural,0,0,0,0.065142857
CR/LDUAL+CDM+DUM/H5/COM,collapsed,structural,0,0,0,0.06152381
CR/LDUAL+CDM+DUM/H5/IND,collapsed,structural,0,0,0,0.06152381
CR/LDUAL+CDM+DUM/H5/RES,collapsed,structural,0,0,0,0.06152381
CR/LDUAL+CDM+DUM/H6/COM,collapsed,structural,0,0,0,0.057904762
CR/LDUAL+CDM+DUM/H6/IND,collapsed,structural,0,0,0,0.057904762
CR/LDUAL+CDM+DUM/H6/RES,collapsed,structural,0,0,0,0.057904762
CR/LDUAL+CDM+DUM/H7/COM,collapsed,structural,0,0,0,0.054285714
CR/LDUAL+CDM+DUM/H7/IND,collapsed,structural,0,0,0,0.054285714
CR/LDUAL+CDM+DUM/H7/RES,collapsed,structural,0,0,0,0.054285714
CR/LDUAL+CDM+DUM/H8/COM,collapsed,structural,0,0,0,0.050666667
CR/LDUAL+CDM+DUM/H8/IND,collapsed,structural,0,0,0,0.050666667
CR/LDUAL+CDM+DUM/H8/NSCA/COM,collapsed,structural,0,0,0,0.050666667
CR/LDUAL+CDM+DUM/H8/NSCA/IND,collapsed,structural,0,0,0,0.050666667
CR/LDUAL+CDM+DUM/H8/NSCA/RES,collapsed,structural,0,0,0,0.050666667
CR/LDUAL+CDM+DUM/H8/RES,collapsed,structural,0,0,0,0.050666667
CR/LDUAL+CDM+DUM/H9/COM,collapsed,structural,0,0,0,0.050666667
CR/LDUAL+CDM+DUM/H9/IND,collapsed,structural,0,0,0,0.050666667
CR/LDUAL+CDM+DUM/H9/NSCA/COM,collapsed,structural,0,0,0,0.050666667
CR/LDUAL+CDM+DUM/H9/NSCA/IND,collapsed,structural,0,0,0,0.050666667
CR/LDUAL+CDM+DUM/H9/NSCA/RES,collapsed,structural,0,0,0,0.050666667
CR/LDUAL+CDM+DUM/H9/RES,collapsed,structural,0,0,0,0.050666667
CR/LFINF+CDH+DUH/H1/COM,collapsed,structural,0,0,0,0.057
CR/LFINF+CDH+DUH/H1/IND,collapsed,structural,0,0,0,0.057
CR/LFINF+CDH+DUH/H1/NSCA/COM,collapsed,structural,0,0,0,0.057
