PSD_range,PSD_slf
1e-20,0.0
0.001,0.0026330552921369926
0.002,0.00981785333749495
0.003,0.02109843637077177
0.004,0.03612679169411237
0.005,0.05455874528702127
0.006,0.07603657758640883
0.007,0.10018694159082042
0.008,0.12662398503468308
0.009000000000000001,0.1549546320658077
0.01,0.1847847466547422
0.011,0.21572550636637866
0.012,0.24739957503817928
0.013000000000000001,0.27944679869091155
0.014,0.3115292342863814
0.015,0.34333538325437807
0.016,0.37458355201748944
0.017,0.40502430447607624
0.018000000000000002,0.4344420082497817
0.019,0.4626555079137138
0.02,0.48951798457545515
0.021,0.514916081863661
0.022,0.538768393745262
0.023,0.5610234196883297
0.024,0.5816570978233964
0.025,0.6006700273533083
0.026000000000000002,0.6180844880678237
0.027,0.6339413580713728
0.028,0.6482970214223772
0.029,0.6612203460208202
0.03,0.6727897994635299
0.031,0.6830907573669792
0.032,0.692213045422059
0.033,0.7002487436978038
0.034,0.7072902698610993
0.035,0.7134287473383297
0.036000000000000004,0.7187526552265506
0.037,0.7233467490879845
0.038,0.7272912356714175
0.039,0.7306611800651754
0.04,0.7335261207085184
0.041,0.7359498659369854
0.042,0.7379904451473088
0.043000000000000003,0.7397001880558308
0.044,0.7411259067011103
0.045,0.7423091566196975
0.046,0.743286555827578
0.047,0.7440901427085496
0.048,0.744747756505003
0.049,0.7452834267087761
0.05,0.7457177601655152
0.051000000000000004,0.7460683170633616
0.052000000000000005,0.7463499691248394
0.053,0.7465752352274206
0.054,0.7467545913275175
0.055,0.7468967529521489
0.056,0.747008929660434
0.057,0.7470970517795229
0.058,0.747165970408174
0.059000000000000004,0.7472196321808731
0.06,0.7472612306225964
0.061,0.7472933361255413
0.062,0.7473180066697882
0.063,0.7473368814134487
0.064,0.7473512592155197
0.065,0.7473621640448185
0.066,0.747370399086649
0.067,0.747376591198152
0.068,0.7473812271939132
0.069,0.7473846832733486
0.07,0.7473872487365602
0.07100000000000001,0.7473891449799352
0.07200000000000001,0.7473905406194344
0.073,0.7473915634598193
0.074,0.747392309912605
0.075,0.7473928523641904
0.076,0.7473932449078559
0.077,0.7473935277781839
0.078,0.7473937307628433
0.079,0.7473938758133727
0.08,0.7473939790323312
0.081,0.7473940521777903
0.082,0.7473941037964361
0.083,0.7473941400725453
0.084,0.7473941654608137
0.085,0.7473941831556731
0.08600000000000001,0.7473941954375874
0.08700000000000001,0.7473942039273036
0.088,0.7473942097715905
0.089,0.7473942137782671
0.09,0.7473942165138785
0.091,0.747394218374015
0.092,0.7473942196336897
0.093,0.7473942204832578
0.094,0.7473942210539036
0.095,0.7473942214356428
0.096,0.7473942216899749
0.097,0.7473942218587359
0.098,0.7473942219702636
0.099,0.7473942220436701
0.1,0.747394222091791
0.101,0.7473942221232088
0.10200000000000001,0.7473942221436389
0.10300000000000001,0.7473942221568706
0.10400000000000001,0.7473942221654057
0.105,0.7473942221708894
0.106,0.7473942221743984
0.107,0.7473942221766348
0.108,0.7473942221780545
0.109,0.7473942221789521
0.11,0.7473942221795175
0.111,0.7473942221798721
0.112,0.7473942221800934
0.113,0.7473942221802313
0.114,0.7473942221803168
0.115,0.7473942221803695
0.116,0.747394222180402
0.117,0.7473942221804218
0.11800000000000001,0.7473942221804339
0.11900000000000001,0.7473942221804413
0.12,0.7473942221804458
0.121,0.7473942221804485
0.122,0.7473942221804502
0.123,0.747394222180451
0.124,0.7473942221804516
0.125,0.7473942221804519
0.126,0.7473942221804522
0.127,0.7473942221804523
0.128,0.7473942221804524
0.129,0.7473942221804524
0.13,0.7473942221804525
0.131,0.7473942221804525
0.132,0.7473942221804525
0.133,0.7473942221804525
0.134,0.7473942221804525
0.135,0.7473942221804525
0.136,0.7473942221804525
0.137,0.7473942221804525
0.138,0.7473942221804525
0.139,0.7473942221804525
0.14,0.7473942221804525
0.14100000000000001,0.7473942221804525
0.14200000000000002,0.7473942221804525
0.14300000000000002,0.7473942221804525
0.14400000000000002,0.7473942221804525
0.145,0.7473942221804525
0.146,0.7473942221804525
0.147,0.7473942221804525
0.148,0.7473942221804525
0.149,0.7473942221804525
0.15,0.7473942221804525
0.151,0.7473942221804525
0.152,0.7473942221804525
0.153,0.7473942221804525
0.154,0.7473942221804525
0.155,0.7473942221804525
0.156,0.7473942221804525
0.157,0.7473942221804525
0.158,0.7473942221804525
0.159,0.7473942221804525
0.16,0.7473942221804525
0.161,0.7473942221804525
0.162,0.7473942221804525
0.163,0.7473942221804525
0.164,0.7473942221804525
0.165,0.7473942221804525
0.166,0.7473942221804525
0.167,0.7473942221804525
0.168,0.7473942221804525
0.169,0.7473942221804525
0.17,0.7473942221804525
0.171,0.7473942221804525
0.17200000000000001,0.7473942221804525
0.17300000000000001,0.7473942221804525
0.17400000000000002,0.7473942221804525
0.17500000000000002,0.7473942221804525
0.176,0.7473942221804525
0.177,0.7473942221804525
0.178,0.7473942221804525
0.179,0.7473942221804525
0.18,0.7473942221804525
0.181,0.7473942221804525
0.182,0.7473942221804525
0.183,0.7473942221804525
0.184,0.7473942221804525
0.185,0.7473942221804525
0.186,0.7473942221804525
0.187,0.7473942221804525
0.188,0.7473942221804525
0.189,0.7473942221804525
0.19,0.7473942221804525
0.191,0.7473942221804525
0.192,0.7473942221804525
0.193,0.7473942221804525
0.194,0.7473942221804525
0.195,0.7473942221804525
0.196,0.7473942221804525
0.197,0.7473942221804525
0.198,0.7473942221804525
0.199,0.7473942221804525
0.2,0.7473942221804525
