PFA_range,PFA_slf
1e-20,0.0
0.05,0.03265662110270256
0.1,0.07875036909944404
0.15000000000000002,0.12807782390426892
0.2,0.1768962378977419
0.25,0.22319523696953267
0.30000000000000004,0.2658721704682299
0.35000000000000003,0.30438591425016
0.4,0.3385624785485545
0.45,0.3684692591082386
0.5,0.39432799470851715
0.55,0.4164528347485064
0.6000000000000001,0.4352061002864077
0.65,0.45096706811536663
0.7000000000000001,0.4641105204667096
0.75,0.47499263841927086
0.8,0.4839423750661563
0.8500000000000001,0.4912568529927655
0.9,0.4971996477521994
0.9500000000000001,0.5020010729874157
1.0,0.5058597886714213
1.05,0.508945220733078
1.1,0.5114004145122132
1.1500000000000001,0.5133450511368577
1.2000000000000002,0.5148784394041004
1.25,0.5160823599390856
1.3,0.5170236867412668
1.35,0.5177567467321593
1.4000000000000001,0.5183254032229858
1.4500000000000002,0.5187648665641702
1.5,0.5191032464957274
1.55,0.5193628674264703
1.6,0.5195613712692524
1.6500000000000001,0.519712633527278
1.7000000000000002,0.51982751781967
1.75,0.5199144925258873
1.8,0.5199801311415628
1.85,0.5200295155768527
1.9000000000000001,0.520066559203279
1.9500000000000002,0.520094264105833
2.0,0.5201149248100794
2.0500000000000003,0.5201302887766499
2.1,0.5201416822079235
2.15,0.5201501081953329
2.2,0.5201563229400675
2.25,0.5201608946872939
2.3000000000000003,0.5201642491030587
2.35,0.5201667040712418
2.4000000000000004,0.5201684962730819
2.45,0.5201698014131197
2.5,0.5201707495539637
2.5500000000000003,0.5201714367014001
2.6,0.5201719335265081
2.6500000000000004,0.5201722919102636
2.7,0.5201725498382086
2.75,0.5201727350494812
2.8000000000000003,0.5201728677487528
2.85,0.5201729626156067
2.9000000000000004,0.5201730302889461
2.95,0.5201730784604036
3.0,0.5201731126774546
3.0500000000000003,0.5201731369316664
3.1,0.5201731540883922
3.1500000000000004,0.5201731661998054
3.2,0.5201731747323513
3.25,0.5201731807315846
3.3000000000000003,0.5201731849413299
3.35,0.5201731878896066
3.4000000000000004,0.5201731899504364
3.45,0.5201731913881962
3.5,0.52017319238937
3.5500000000000003,0.5201731930852271
3.6,0.5201731935679814
3.6500000000000004,0.5201731939022811
3.7,0.5201731941333584
3.75,0.5201731942927983
3.8000000000000003,0.5201731944026138
3.85,0.5201731944781167
3.9000000000000004,0.5201731945299375
3.95,0.5201731945654429
4.0,0.5201731945897278
4.05,0.5201731946063098
4.1000000000000005,0.5201731946176134
4.15,0.5201731946253056
4.2,0.5201731946305318
4.25,0.5201731946340766
4.3,0.520173194636477
4.3500000000000005,0.5201731946381
4.4,0.5201731946391954
4.45,0.5201731946399337
4.5,0.5201731946404305
4.55,0.5201731946407642
4.6000000000000005,0.5201731946409881
4.65,0.5201731946411381
4.7,0.5201731946412382
4.75,0.5201731946413052
4.800000000000001,0.5201731946413497
4.8500000000000005,0.5201731946413796
4.9,0.5201731946413992
4.95,0.5201731946414123
5.0,0.5201731946414211
5.050000000000001,0.5201731946414269
5.1000000000000005,0.5201731946414305
5.15,0.5201731946414331
5.2,0.5201731946414347
5.25,0.5201731946414359
5.300000000000001,0.5201731946414365
5.3500000000000005,0.520173194641437
5.4,0.5201731946414373
5.45,0.5201731946414375
5.5,0.5201731946414376
5.550000000000001,0.5201731946414377
5.6000000000000005,0.5201731946414377
5.65,0.5201731946414379
5.7,0.5201731946414379
5.75,0.520173194641438
5.800000000000001,0.520173194641438
5.8500000000000005,0.520173194641438
5.9,0.520173194641438
5.95,0.520173194641438
6.0,0.520173194641438
6.050000000000001,0.520173194641438
6.1000000000000005,0.520173194641438
6.15,0.520173194641438
6.2,0.520173194641438
