PSD_range,PSD_slf
1e-20,0.0
0.001,0.00023624033686597853
0.002,0.0015278079139956833
0.003,0.004547525053627867
0.004,0.009843078906455523
0.005,0.017877928300038787
0.006,0.029038620643082665
0.007,0.04363261605934144
0.008,0.061882541594682074
0.009000000000000001,0.08391950186506457
0.01,0.10977704033533146
0.011,0.1393869025924069
0.012,0.17257748552121036
0.013000000000000001,0.2090756300003691
0.014,0.24851218111906703
0.015,0.29043148447402684
0.016,0.33430471237397563
0.017,0.37954663240077013
0.018000000000000002,0.42553516157997906
0.019,0.47163281428312576
0.02,0.5172089728460059
0.021,0.5616618057459579
0.022,0.6044386423902705
0.023,0.6450536916554676
0.024,0.6831021596656899
0.025,0.7182700679310857
0.026000000000000002,0.7503393745453252
0.027,0.7791883311096154
0.028,0.8047873356863889
0.029,0.8271908370544415
0.03,0.8465260814564939
0.031,0.862979650529547
0.032,0.8767828079385486
0.033,0.8881966521264225
0.034,0.8974979727730824
0.035,0.9049665460216539
0.036000000000000004,0.9108744004140724
0.037,0.9154773659249442
0.038,0.9190090055387411
0.039,0.9216768417854518
0.04,0.9236606432570021
0.041,0.9251124356567845
0.042,0.9261578493617144
0.043000000000000003,0.9268984064134766
0.044,0.9274143760630279
0.045,0.9277678791262415
0.046,0.9280059867117633
0.047,0.9281636285784443
0.048,0.9282661926284161
0.049,0.928331754409893
0.05,0.9283729209990226
0.051000000000000004,0.9283983063994959
0.052000000000000005,0.9284136764222878
0.053,0.9284228117196142
0.054,0.928428140586441
0.055,0.9284311907097796
0.056,0.9284329033916282
0.057,0.9284338466251617
0.058,0.9284343560165501
0.059000000000000004,0.9284346257162722
0.06,0.9284347656791221
0.061,0.9284348368587027
0.062,0.9284348723249795
0.063,0.9284348896351218
0.064,0.9284348979091703
0.065,0.9284349017815291
0.066,0.9284349035556415
0.067,0.9284349043511464
0.068,0.9284349047001814
0.069,0.9284349048500008
0.07,0.9284349049129006
0.07100000000000001,0.9284349049387245
0.07200000000000001,0.9284349049490901
0.073,0.9284349049531571
0.074,0.9284349049547165
0.075,0.9284349049553008
0.076,0.9284349049555146
0.077,0.9284349049555911
0.078,0.9284349049556178
0.079,0.9284349049556269
0.08,0.9284349049556299
0.081,0.9284349049556309
0.082,0.9284349049556312
0.083,0.9284349049556313
0.084,0.9284349049556313
0.085,0.9284349049556313
0.08600000000000001,0.9284349049556313
0.08700000000000001,0.9284349049556313
0.088,0.9284349049556313
0.089,0.9284349049556313
0.09,0.9284349049556313
0.091,0.9284349049556313
0.092,0.9284349049556313
0.093,0.9284349049556313
0.094,0.9284349049556313
0.095,0.9284349049556313
0.096,0.9284349049556313
0.097,0.9284349049556313
0.098,0.9284349049556313
0.099,0.9284349049556313
0.1,0.9284349049556313
0.101,0.9284349049556313
0.10200000000000001,0.9284349049556313
0.10300000000000001,0.9284349049556313
0.10400000000000001,0.9284349049556313
0.105,0.9284349049556313
0.106,0.9284349049556313
0.107,0.9284349049556313
0.108,0.9284349049556313
0.109,0.9284349049556313
0.11,0.9284349049556313
0.111,0.9284349049556313
0.112,0.9284349049556313
0.113,0.9284349049556313
0.114,0.9284349049556313
0.115,0.9284349049556313
0.116,0.9284349049556313
0.117,0.9284349049556313
0.11800000000000001,0.9284349049556313
0.11900000000000001,0.9284349049556313
0.12,0.9284349049556313
0.121,0.9284349049556313
0.122,0.9284349049556313
0.123,0.9284349049556313
0.124,0.9284349049556313
0.125,0.9284349049556313
0.126,0.9284349049556313
0.127,0.9284349049556313
0.128,0.9284349049556313
0.129,0.9284349049556313
0.13,0.9284349049556313
0.131,0.9284349049556313
0.132,0.9284349049556313
0.133,0.9284349049556313
0.134,0.9284349049556313
0.135,0.9284349049556313
0.136,0.9284349049556313
0.137,0.9284349049556313
0.138,0.9284349049556313
0.139,0.9284349049556313
0.14,0.9284349049556313
0.14100000000000001,0.9284349049556313
0.14200000000000002,0.9284349049556313
0.14300000000000002,0.9284349049556313
0.14400000000000002,0.9284349049556313
0.145,0.9284349049556313
0.146,0.9284349049556313
0.147,0.9284349049556313
0.148,0.9284349049556313
0.149,0.9284349049556313
0.15,0.9284349049556313
0.151,0.9284349049556313
0.152,0.9284349049556313
0.153,0.9284349049556313
0.154,0.9284349049556313
0.155,0.9284349049556313
0.156,0.9284349049556313
0.157,0.9284349049556313
0.158,0.9284349049556313
0.159,0.9284349049556313
0.16,0.9284349049556313
0.161,0.9284349049556313
0.162,0.9284349049556313
0.163,0.9284349049556313
0.164,0.9284349049556313
0.165,0.9284349049556313
0.166,0.9284349049556313
0.167,0.9284349049556313
0.168,0.9284349049556313
0.169,0.9284349049556313
0.17,0.9284349049556313
0.171,0.9284349049556313
0.17200000000000001,0.9284349049556313
0.17300000000000001,0.9284349049556313
0.17400000000000002,0.9284349049556313
0.17500000000000002,0.9284349049556313
0.176,0.9284349049556313
0.177,0.9284349049556313
0.178,0.9284349049556313
0.179,0.9284349049556313
0.18,0.9284349049556313
0.181,0.9284349049556313
0.182,0.9284349049556313
0.183,0.9284349049556313
0.184,0.9284349049556313
0.185,0.9284349049556313
0.186,0.9284349049556313
0.187,0.9284349049556313
0.188,0.9284349049556313
0.189,0.9284349049556313
0.19,0.9284349049556313
0.191,0.9284349049556313
0.192,0.9284349049556313
0.193,0.9284349049556313
0.194,0.9284349049556313
0.195,0.9284349049556313
0.196,0.9284349049556313
0.197,0.9284349049556313
0.198,0.9284349049556313
0.199,0.9284349049556313
0.2,0.9284349049556313
