PSD_range,PSD_slf
1e-20,0.0
0.001,0.0005661069562157193
0.002,0.002696419756510289
0.003,0.00670056155393221
0.004,0.012739964319084095
0.005,0.02089477462996173
0.006,0.031181457639987423
0.007,0.04356080675062374
0.008,0.05794327805178351
0.009000000000000001,0.0741938267077489
0.01,0.09213707252217987
0.011,0.11156309667302851
0.012,0.13223391746112612
0.013000000000000001,0.15389054970378585
0.014,0.17626046520937513
0.015,0.19906521958171217
0.016,0.22202798455685166
0.017,0.24488072073493722
0.018000000000000002,0.26737073990879795
0.019,0.2892664363474201
0.02,0.3103620092026145
0.021,0.33048105011159695
0.022,0.34947892721467505
0.023,0.3672439552567525
0.024,0.38369739741659553
0.025,0.398792394641557
0.026000000000000002,0.41251195981658745
0.027,0.4248662051096668
0.028,0.4358889902313251
0.029,0.44563418693208495
0.03,0.4541717514752657
0.031,0.46158378340573686
0.032,0.4679607275654155
0.033,0.4733978491988677
0.034,0.47799208149552014
0.035,0.48183931331696833
0.036000000000000004,0.4850321542219462
0.037,0.4876581859403581
0.038,0.4897986854435589
0.039,0.49152778552932963
0.04,0.49291202475152956
0.041,0.49401022953299345
0.042,0.4948736670264684
0.043000000000000003,0.4955464071038883
0.044,0.49606583497400764
0.045,0.4964632614987635
0.046,0.4967645854544805
0.047,0.49699096998943676
0.048,0.497159503700927
0.049,0.4972838245664503
0.05,0.49737469203380247
0.051000000000000004,0.4974404986622895
0.052000000000000005,0.49748771769483463
0.053,0.49752128681376234
0.054,0.49754493115456166
0.055,0.49756143053807034
0.056,0.4975728369788198
0.057,0.4975806489938024
0.058,0.4975859492264234
0.059000000000000004,0.49758951155608666
0.06,0.49759188330599374
0.061,0.4975934474888454
0.062,0.4975944693177362
0.063,0.4975951305119012
0.064,0.49759555427988716
0.065,0.49759582328694496
0.066,0.4975959924181301
0.067,0.497596097734597
0.068,0.4975961626831575
0.069,0.49759620235035606
0.07,0.4975962263425737
0.07100000000000001,0.4975962407131517
0.07200000000000001,0.4975962492369118
0.073,0.4975962542433574
0.074,0.49759625715512895
0.075,0.4975962588320121
0.076,0.4975962597882244
0.077,0.4975962603281081
0.078,0.4975962606299147
0.079,0.4975962607969577
0.08,0.4975962608884927
0.081,0.4975962609381512
0.082,0.4975962609648222
0.083,0.49759626097900317
0.084,0.49759626098646736
0.085,0.4975962609903567
0.08600000000000001,0.4975962609923628
0.08700000000000001,0.4975962609933871
0.088,0.4975962609939047
0.089,0.4975962609941637
0.09,0.49759626099429183
0.091,0.4975962609943548
0.092,0.49759626099438514
0.093,0.4975962609943998
0.094,0.4975962609944068
0.095,0.49759626099440996
0.096,0.4975962609944115
0.097,0.4975962609944123
0.098,0.4975962609944125
0.099,0.49759626099441273
0.1,0.49759626099441273
0.101,0.49759626099441284
0.10200000000000001,0.49759626099441284
0.10300000000000001,0.49759626099441284
0.10400000000000001,0.49759626099441284
0.105,0.49759626099441284
0.106,0.49759626099441284
0.107,0.49759626099441284
0.108,0.49759626099441284
0.109,0.49759626099441284
0.11,0.49759626099441284
0.111,0.49759626099441284
0.112,0.49759626099441284
0.113,0.49759626099441284
0.114,0.49759626099441284
0.115,0.49759626099441284
0.116,0.49759626099441284
0.117,0.49759626099441284
0.11800000000000001,0.49759626099441284
0.11900000000000001,0.49759626099441284
0.12,0.49759626099441284
0.121,0.49759626099441284
0.122,0.49759626099441284
0.123,0.49759626099441284
0.124,0.49759626099441284
0.125,0.49759626099441284
0.126,0.49759626099441284
0.127,0.49759626099441284
0.128,0.49759626099441284
0.129,0.49759626099441284
0.13,0.49759626099441284
0.131,0.49759626099441284
0.132,0.49759626099441284
0.133,0.49759626099441284
0.134,0.49759626099441284
0.135,0.49759626099441284
0.136,0.49759626099441284
0.137,0.49759626099441284
0.138,0.49759626099441284
0.139,0.49759626099441284
0.14,0.49759626099441284
0.14100000000000001,0.49759626099441284
0.14200000000000002,0.49759626099441284
0.14300000000000002,0.49759626099441284
0.14400000000000002,0.49759626099441284
0.145,0.49759626099441284
0.146,0.49759626099441284
0.147,0.49759626099441284
0.148,0.49759626099441284
0.149,0.49759626099441284
0.15,0.49759626099441284
0.151,0.49759626099441284
0.152,0.49759626099441284
0.153,0.49759626099441284
0.154,0.49759626099441284
0.155,0.49759626099441284
0.156,0.49759626099441284
0.157,0.49759626099441284
0.158,0.49759626099441284
0.159,0.49759626099441284
0.16,0.49759626099441284
0.161,0.49759626099441284
0.162,0.49759626099441284
0.163,0.49759626099441284
0.164,0.49759626099441284
0.165,0.49759626099441284
0.166,0.49759626099441284
0.167,0.49759626099441284
0.168,0.49759626099441284
0.169,0.49759626099441284
0.17,0.49759626099441284
0.171,0.49759626099441284
0.17200000000000001,0.49759626099441284
0.17300000000000001,0.49759626099441284
0.17400000000000002,0.49759626099441284
0.17500000000000002,0.49759626099441284
0.176,0.49759626099441284
0.177,0.49759626099441284
0.178,0.49759626099441284
0.179,0.49759626099441284
0.18,0.49759626099441284
0.181,0.49759626099441284
0.182,0.49759626099441284
0.183,0.49759626099441284
0.184,0.49759626099441284
0.185,0.49759626099441284
0.186,0.49759626099441284
0.187,0.49759626099441284
0.188,0.49759626099441284
0.189,0.49759626099441284
0.19,0.49759626099441284
0.191,0.49759626099441284
0.192,0.49759626099441284
0.193,0.49759626099441284
0.194,0.49759626099441284
0.195,0.49759626099441284
0.196,0.49759626099441284
0.197,0.49759626099441284
0.198,0.49759626099441284
0.199,0.49759626099441284
0.2,0.49759626099441284
