PFA_range,PFA_slf
1e-20,0.0
0.05,4.7336150868218e-06
0.1,3.338460417442437e-05
0.15000000000000002,0.00010463418868378629
0.2,0.00023523073686358676
0.25,0.00044069953098552363
0.30000000000000004,0.0007355519470952052
0.35000000000000003,0.0011333336629737315
0.4,0.0016465946865900415
0.45,0.0022868142851725447
0.5,0.003064298038683883
0.55,0.003988057982003092
0.6000000000000001,0.005065684020639404
0.65,0.00630321347769126
0.7000000000000001,0.007705004949580343
0.75,0.009273622247336327
0.8,0.011009733890872906
0.8500000000000001,0.012912033300260079
0.9,0.014977184427492104
0.9500000000000001,0.0171997970567632
1.0,0.01957243534999356
1.05,0.02208566241992285
1.1,0.024728122779791292
1.1500000000000001,0.027486663461399267
1.2000000000000002,0.030346493436940104
1.25,0.03329137975805228
1.3,0.036303877579196515
1.35,0.03936559000872262
1.4000000000000001,0.042457452580538436
1.4500000000000002,0.04556003611401241
1.5,0.04865386087991205
1.55,0.05171971436156657
1.6,0.05473896453137464
1.6500000000000001,0.05769386048149214
1.7000000000000002,0.06056781246988675
1.75,0.06334564397075636
1.8,0.06601380913844852
1.85,0.06856057017837412
1.9000000000000001,0.07097613042478398
1.9500000000000002,0.07325272039921658
2.0,0.07538463570089839
2.0500000000000003,0.0773682271911631
2.1,0.07920184550552561
2.15,0.08088574338869979
2.2,0.08242194063479602
2.25,0.08381405747206351
2.3000000000000003,0.08506712301656101
2.35,0.08618736590491148
2.4000000000000004,0.08718199439214504
2.45,0.0880589730725702
2.5,0.08882680297145888
2.5500000000000003,0.08949431109881875
2.6,0.09007045470055929
2.6500000000000004,0.09056414444162092
2.7,0.09098408966886806
2.75,0.09133866778773427
2.8000000000000003,0.09163581870139928
2.85,0.09188296425387042
2.9000000000000004,0.09208695172902444
2.95,0.09225401971619508
3.0,0.09238978407767996
3.0500000000000003,0.09249924135175151
3.1,0.0925867866931112
3.1500000000000004,0.09265624337896074
3.2,0.09271090097362844
3.25,0.0927535594236925
3.3000000000000003,0.0927865766217681
3.35,0.09281191730291019
3.4000000000000004,0.09283120149646573
3.45,0.09284575112438086
3.5,0.09285663369433729
3.5500000000000003,0.09286470236688947
3.6,0.09287063196875826
3.6500000000000004,0.09287495077275483
3.7,0.09287806806554923
3.75,0.09288029767808828
3.8000000000000003,0.0928818777629261
3.85,0.0928829871729163
3.9000000000000004,0.09288375883259681
3.95,0.09288429050361603
4.0,0.0928846533350886
4.05,0.09288489856475818
4.1000000000000005,0.09288506270250402
4.15,0.092885171488397
4.2,0.09288524287662832
4.25,0.09288528925674518
4.3,0.0928853190864856
4.3500000000000005,0.09288533807717672
4.4,0.09288535004367177
4.45,0.09288535750625702
4.5,0.09288536211167484
4.55,0.0928853649240122
4.6000000000000005,0.09288536662321696
4.65,0.09288536763891636
4.7,0.0928853682395189
4.75,0.09288536859081468
4.800000000000001,0.09288536879404281
4.8500000000000005,0.09288536891031643
4.9,0.09288536897610135
4.95,0.09288536901290415
5.0,0.09288536903326076
5.050000000000001,0.09288536904439251
5.1000000000000005,0.09288536905040996
5.15,0.09288536905362527
5.2,0.09288536905532327
5.25,0.09288536905620949
5.300000000000001,0.09288536905666656
5.3500000000000005,0.0928853690568995
5.4,0.09288536905701676
5.45,0.09288536905707512
5.5,0.09288536905710376
5.550000000000001,0.09288536905711768
5.6000000000000005,0.09288536905712436
5.65,0.0928853690571275
5.7,0.09288536905712899
5.75,0.09288536905712967
5.800000000000001,0.09288536905712998
5.8500000000000005,0.0928853690571301
5.9,0.09288536905713017
5.95,0.0928853690571302
6.0,0.09288536905713021
6.050000000000001,0.09288536905713023
6.1000000000000005,0.09288536905713023
6.15,0.09288536905713023
6.2,0.09288536905713023
6.25,0.09288536905713023
6.300000000000001,0.09288536905713023
6.3500000000000005,0.09288536905713023
6.4,0.09288536905713023
6.45,0.09288536905713023
6.5,0.09288536905713023
6.550000000000001,0.09288536905713023
6.6000000000000005,0.09288536905713023
6.65,0.09288536905713023
6.7,0.09288536905713023
6.75,0.09288536905713023
6.800000000000001,0.09288536905713023
6.8500000000000005,0.09288536905713023
6.9,0.09288536905713023
6.95,0.09288536905713023
7.0,0.09288536905713023
7.050000000000001,0.09288536905713023
7.1000000000000005,0.09288536905713023
7.15,0.09288536905713023
7.2,0.09288536905713023
7.25,0.09288536905713023
7.300000000000001,0.09288536905713023
7.3500000000000005,0.09288536905713023
7.4,0.09288536905713023
7.45,0.09288536905713023
7.5,0.09288536905713023
7.550000000000001,0.09288536905713023
7.6000000000000005,0.09288536905713023
7.65,0.09288536905713023
7.7,0.09288536905713023
7.75,0.09288536905713023
7.800000000000001,0.09288536905713023
7.8500000000000005,0.09288536905713023
7.9,0.09288536905713023
7.95,0.09288536905713023
8.0,0.09288536905713023
8.05,0.09288536905713023
8.1,0.09288536905713023
8.15,0.09288536905713023
8.200000000000001,0.09288536905713023
8.25,0.09288536905713023
8.3,0.09288536905713023
8.35,0.09288536905713023
8.4,0.09288536905713023
8.450000000000001,0.09288536905713023
8.5,0.09288536905713023
8.55,0.09288536905713023
8.6,0.09288536905713023
8.65,0.09288536905713023
8.700000000000001,0.09288536905713023
8.75,0.09288536905713023
8.8,0.09288536905713023
8.85,0.09288536905713023
8.9,0.09288536905713023
8.950000000000001,0.09288536905713023
9.0,0.09288536905713023
9.05,0.09288536905713023
9.1,0.09288536905713023
9.15,0.09288536905713023
9.200000000000001,0.09288536905713023
9.25,0.09288536905713023
9.3,0.09288536905713023
9.35,0.09288536905713023
9.4,0.09288536905713023
9.450000000000001,0.09288536905713023
9.5,0.09288536905713023
9.55,0.09288536905713023
9.600000000000001,0.09288536905713023
9.65,0.09288536905713023
9.700000000000001,0.09288536905713023
9.75,0.09288536905713023
9.8,0.09288536905713023
9.850000000000001,0.09288536905713023
9.9,0.09288536905713023
9.950000000000001,0.09288536905713023
10.0,0.09288536905713023
