PSD_range,PSD_slf
1e-20,0.0
0.001,0.001792694325337423
0.002,0.006947193729571834
0.003,0.015283355697799914
0.004,0.02662949967597497
0.005,0.04079252843333794
0.006,0.057554250040540766
0.007,0.07667284713376826
0.008,0.09788634653288235
0.009000000000000001,0.12091707012088376
0.01,0.14547658481796152
0.011,0.1712708541501755
0.012,0.19800537438472607
0.013000000000000001,0.2253901229308694
0.014,0.2531441783990966
0.015,0.2809998986928737
0.016,0.3087065688452
0.017,0.3360334549421867
0.018000000000000002,0.36277222441323387
0.019,0.38873871583447633
0.02,0.4137740626721642
0.021,0.4377451945631097
0.022,0.46054475633649855
0.023,0.482090498681238
0.024,0.5023242049418398
0.025,0.5212102259059975
0.026000000000000002,0.538733698682389
0.027,0.5548985270306004
0.028,0.5697251990699104
0.029,0.5832485145122446
0.03,0.5955152878442557
0.031,0.6065820866625201
0.032,0.6165130560907766
0.033,0.6253778713129102
0.034,0.6332498511439445
0.035,0.6402042565935011
0.036000000000000004,0.6463167898579667
0.037,0.651662301354702
0.038,0.6563137054673522
0.039,0.6603410997273437
0.04,0.6638110772768305
0.041,0.6667862186545424
0.042,0.6693247461856124
0.043000000000000003,0.6714803224708429
0.044,0.6733019735640345
0.045,0.6748341172833615
0.046,0.6761166775990615
0.047,0.6771852670463473
0.048,0.6780714205035101
0.049,0.6788028653324081
0.05,0.6794038146949091
0.051000000000000004,0.6798952727411608
0.052000000000000005,0.6802953422356689
0.053,0.6806195269825253
0.054,0.680881023084318
0.055,0.6810909945870257
0.056,0.6812588304049909
0.057,0.681392380576281
0.058,0.681498170868862
0.059000000000000004,0.6815815955487069
0.06,0.6816470887442501
0.061,0.6816982753132106
0.062,0.6817381024556972
0.063,0.6817689535405795
0.064,0.6817927457392963
0.065,0.6818110131106706
0.066,0.6818249767686607
0.067,0.6818356037073459
0.068,0.6818436557669363
0.069,0.6818497301123152
0.07,0.6818542924707695
0.07100000000000001,0.6818577042454496
0.07200000000000001,0.6818602444914
0.073,0.6818621276159144
0.074,0.681863517547405
0.075,0.6818645390088537
0.076,0.6818652864342231
0.077,0.6818658309793837
0.078,0.6818662260029811
0.079,0.6818665113267911
0.08,0.6818667165287557
0.081,0.6818668634742076
0.082,0.6818669682508436
0.083,0.6818670426398719
0.084,0.6818670952285006
0.085,0.6818671322467318
0.08600000000000001,0.6818671581934602
0.08700000000000001,0.6818671763024775
0.088,0.6818671888875188
0.089,0.6818671975964324
0.09,0.6818672035974506
0.091,0.6818672077150068
0.092,0.6818672105282654
0.093,0.6818672124422448
0.094,0.6818672137388991
0.095,0.6818672146136255
0.096,0.6818672152012275
0.097,0.6818672155942874
0.098,0.6818672158561061
0.099,0.6818672160297704
0.1,0.6818672161444774
0.101,0.6818672162199242
0.10200000000000001,0.6818672162693399
0.10300000000000001,0.6818672163015699
0.10400000000000001,0.6818672163225029
0.105,0.681867216336042
0.106,0.6818672163447619
0.107,0.6818672163503546
0.108,0.6818672163539267
0.109,0.6818672163561985
0.11,0.6818672163576375
0.111,0.6818672163585451
0.112,0.6818672163591152
0.113,0.6818672163594718
0.114,0.6818672163596938
0.115,0.6818672163598316
0.116,0.6818672163599167
0.117,0.6818672163599689
0.11800000000000001,0.6818672163600011
0.11900000000000001,0.6818672163600207
0.12,0.6818672163600326
0.121,0.6818672163600398
0.122,0.681867216360044
0.123,0.6818672163600467
0.124,0.6818672163600482
0.125,0.6818672163600491
0.126,0.6818672163600497
0.127,0.68186721636005
0.128,0.6818672163600503
0.129,0.6818672163600503
0.13,0.6818672163600504
0.131,0.6818672163600504
0.132,0.6818672163600505
0.133,0.6818672163600505
0.134,0.6818672163600505
0.135,0.6818672163600505
0.136,0.6818672163600505
0.137,0.6818672163600505
0.138,0.6818672163600505
0.139,0.6818672163600505
0.14,0.6818672163600505
0.14100000000000001,0.6818672163600505
0.14200000000000002,0.6818672163600505
0.14300000000000002,0.6818672163600505
0.14400000000000002,0.6818672163600505
0.145,0.6818672163600505
0.146,0.6818672163600505
0.147,0.6818672163600505
0.148,0.6818672163600505
0.149,0.6818672163600505
0.15,0.6818672163600505
0.151,0.6818672163600505
0.152,0.6818672163600505
0.153,0.6818672163600505
0.154,0.6818672163600505
0.155,0.6818672163600505
0.156,0.6818672163600505
0.157,0.6818672163600505
0.158,0.6818672163600505
0.159,0.6818672163600505
0.16,0.6818672163600505
0.161,0.6818672163600505
0.162,0.6818672163600505
0.163,0.6818672163600505
0.164,0.6818672163600505
0.165,0.6818672163600505
0.166,0.6818672163600505
0.167,0.6818672163600505
0.168,0.6818672163600505
0.169,0.6818672163600505
0.17,0.6818672163600505
0.171,0.6818672163600505
0.17200000000000001,0.6818672163600505
0.17300000000000001,0.6818672163600505
0.17400000000000002,0.6818672163600505
0.17500000000000002,0.6818672163600505
0.176,0.6818672163600505
0.177,0.6818672163600505
0.178,0.6818672163600505
0.179,0.6818672163600505
0.18,0.6818672163600505
0.181,0.6818672163600505
0.182,0.6818672163600505
0.183,0.6818672163600505
0.184,0.6818672163600505
0.185,0.6818672163600505
0.186,0.6818672163600505
0.187,0.6818672163600505
0.188,0.6818672163600505
0.189,0.6818672163600505
0.19,0.6818672163600505
0.191,0.6818672163600505
0.192,0.6818672163600505
0.193,0.6818672163600505
0.194,0.6818672163600505
0.195,0.6818672163600505
0.196,0.6818672163600505
0.197,0.6818672163600505
0.198,0.6818672163600505
0.199,0.6818672163600505
0.2,0.6818672163600505
